,Unnamed: 0,Published_At,Comment_ID,Comment,Replies,Likes,all_eng
7988,12513,['2024-07-05T17:27:33Z'],['Ugx3cXnpjPDc_EGj8zp4AaABAg'],Respected PM ji this India is not only Hindi people. U have to understand those sports mans know well english. This India have so many languages please speak in english.💯🇮🇳,[0],[0],respected pm ji this india is not only hindi people u have to understand those sports mans know well english this india have so many languages please speak in english
7990,12516,['2024-07-05T17:27:15Z'],['UgxPl4RLU1RMTCoFil14AaABAg'],प्रधान मंत्री जी आप में बहुत ही अपनत्व का भाव एक ममता का भाव लगता है । आज टीम इंडिया से आपने जो वार्ता करी ऐसा लग रहा था जैसे परिवार का मुखिया बड़ा बुजुर्ग बात कर रहा है ।sir आप वास्तव में बहुत ही शानदार इंसान हैं और देश आपके हाथों में पूरी तरह सुरक्षित है।आपके राष्ट्रभक्ति को salute है।भारत माता की जय ।,[0],[55],sir salute
7991,12517,['2024-07-05T17:27:08Z'],['UgyPJ6WS6YrO1wSnJUl4AaABAg'],Our PM always live in our heart ❤️ . Love You Sir ❤️  Congratulations 🎉🎉 Team India.. And Lot of Thanks for giving us a beautiful moment .. Thank You So Much ❤ May God Bless All Of You ❤,[0],[0],our pm always live in our heart love you sir congratulations team india and lot of thanks for giving us a beautiful moment thank you so much may god bless all of you
7992,12518,['2024-07-05T17:27:03Z'],['Ugyi-7vZeUd06Jn5Ehp4AaABAg'],Moji aap bahut achha aadmi hai mai aap ko bahut galt samjhta tha plz sir mujhe maf kar digiye,[0],[1],moji aap bahut achha aadmi hai mai aap ko bahut galt samjhta tha plz sir mujhe maf kar digiye
7993,12520,['2024-07-05T17:26:39Z'],['Ugzj3Yf9-rzcqr4ZgP14AaABAg'],Team and abhi oor bhi modi ji ka fan ho geaa hu.  Bhout kmaal ka lagga hmaare pm sir cricket ki itni jankari rakhte he ❤🎉❤❤    Congratulations India 🇮🇳 hmko india 🇮🇳 milla he  proud hm indian he 🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🇮🇳,[0],[0],team and abhi oor bhi modi ji ka fan ho geaa hu bhout kmaal ka lagga hmaare pm sir cricket ki itni jankari rakhte he congratulations india hmko india milla he proud hm indian he
7994,12521,['2024-07-05T17:26:36Z'],['UgzqEbJI5d7aH2qEZ2B4AaABAg'],Thanks pm sir Etna achcha program kiye aap maja aa gaya har sawal aapke pucha Jo mere Dil me chal Raha tha,[0],[0],thanks pm sir etna achcha program kiye aap maja aa gaya har sawal aapke pucha jo mere dil me chal raha tha
7995,12522,['2024-07-05T17:26:36Z'],['UgzUgdBL1Kk811TVK954AaABAg'],Modi sir please rohit air se garden me ghumne vali baat puch lete 😂😂,[0],[0],modi sir please rohit air se garden me ghumne vali baat puch lete
7996,12523,['2024-07-05T17:26:32Z'],['UgzJMIC6n-riNagYRZF4AaABAg'],Lovely - Soul satisfying get together ❣️🇮🇳👏✌️,[0],[0],lovely soul satisfying get together
7997,12524,['2024-07-05T17:26:26Z'],['UgyYrszB0zdk7Y25EJ94AaABAg'],Pride of Indian teem ❤,[0],[0],pride of indian teem
7998,12525,['2024-07-05T17:25:50Z'],['UgzMTZaNtdTVBwmK6Zx4AaABAg'],INDIAN TEAM IS SO BIASED THAT THERE AREONLY GUJRATI AND BHAIYA PLAYERS NO MARATHI AND SOUTH INDIANS EVEN BENGALI HAVE PLACE IN TEAM LETS THESE THREE STATE DIVIDED OF INDIA AND CREATE OUR OWN TEAMINDIAN TEAM IS SO BIASED THAT THERE AREONLY GUJRATI AND BHAIYA PLAYERS NO MARATHI AND SOUTH INDIANS EVEN BENGALI HAVE PLACE IN TEAM LETS THESE THREE STATE DIVIDED OF INDIA AND CREATE OUR OWN TEAM AND SHOW IT TO THEM😂.INDIAN TEAM ❎️ BHAIYA AND GUJRATI TEAM✅️,[0],[0],indian team is so biased that there areonly gujrati and bhaiya players no marathi and south indians even bengali have place in team lets these three state divided of india and create our own teamindian team is so biased that there areonly gujrati and bhaiya players no marathi and south indians even bengali have place in team lets these three state divided of india and create our own team and show it to themindian team bhaiya and gujrati team
7999,12529,['2024-07-05T17:25:19Z'],['Ugxcs7GHhtjYBEVWz4l4AaABAg'],PM ❌ CONTENT KA BHOKA,[1],[1],pm content ka bhoka
8001,12532,['2024-07-05T17:24:44Z'],['UgwNNUzg7rVEzpHUKvt4AaABAg'],Why is shivam dubey being ignored so much?,[0],[0],why is shivam dubey being ignored so much
8002,12533,['2024-07-05T17:24:32Z'],['UgyYdjTlLwfCaIyZ2W94AaABAg'],Thanks for you Very Very Nice Emotional Video,[0],[0],thanks for you very very nice emotional video
8003,12534,['2024-07-05T17:24:23Z'],['UgyLHqBvJkuE1kPmnfF4AaABAg'],Modi aapke jaisa koi nhi dil se love you 😘❤🤟,[0],[1],modi aapke jaisa koi nhi dil se love you
8004,12536,['2024-07-05T17:24:08Z'],['Ugxc79Kwbp6aRlseGOx4AaABAg'],Kya aadmi hai yrrr ye modi😂 jitna bhi dil se utarne ki kosis kro utna hee chadhta jaata hai,[0],[0],kya aadmi hai yrrr ye modi jitna bhi dil se utarne ki kosis kro utna hee chadhta jaata hai
8005,12539,['2024-07-05T17:24:02Z'],['UgxjnE0Yf4KCOU6za214AaABAg'],"Modi ji aap hmare ideal hero hai aapko dekh kar hmesha proud feel hota hai aap desh ke sabhi logo se shaleenta se milte hai aur sabka manobal badhate hai fir chahe hmare desh ke scientist ho ya fir player ya fir student ho sabse ek friend ki tarah milte hai thats unique ye kewal aap hi kar sakte hai , you are the greatest leader of India till now thats I can say confidently, thank you so much sir for making Prime minister of India",[0],[5],modi ji aap hmare ideal hero hai aapko dekh kar hmesha proud feel hota hai aap desh ke sabhi logo se shaleenta se milte hai aur sabka manobal badhate hai fir chahe hmare desh ke scientist ho ya fir player ya fir student ho sabse ek friend ki tarah milte hai thats unique ye kewal aap hi kar sakte hai you are the greatest leader of india till now thats i can say confidently thank you so much sir for making prime minister of india
8006,12542,['2024-07-05T17:23:37Z'],['Ugww3N574LB7rq5hrtx4AaABAg'],Why jaddu is missing,[0],[0],why jaddu is missing
8007,12545,['2024-07-05T17:23:10Z'],['Ugx7n1wekdfUMOSn7nV4AaABAg'],Age is time pappu hota to use baat kya karni vo bhi pata na hoti I love pm❤,[0],[1],age is time pappu hota to use baat kya karni vo bhi pata na hoti i love pm
8008,12547,['2024-07-05T17:22:56Z'],['UgyRCmT11MX8eSSATMx4AaABAg'],modi ji Hathras mai kitne log mar gye unki family se jaake bhi mil lo,[1],[0],modi ji hathras mai kitne log mar gye unki family se jaake bhi mil lo
8010,12552,['2024-07-05T17:22:04Z'],['Ugz7Ibd9gaHQ8jb7ZG54AaABAg'],Pm mets at evening because they are pm not Am  Btw Great to see Modi ji with sports team,[0],[2],pm mets at evening because they are pm not am btw great to see modi ji with sports team
8011,12555,['2024-07-05T17:21:52Z'],['UgyxNgyVll3zlCLyKtZ4AaABAg'],Best of luck Team India players ❤🎉,[0],[0],best of luck team india players
8012,12556,['2024-07-05T17:21:42Z'],['UgxVX2qdPgVUjG5h2Ld4AaABAg'],Who agree India will not tour to Pakistan for champions trophy,[0],[1],who agree india will not tour to pakistan for champions trophy
8013,12557,['2024-07-05T17:21:41Z'],['UgydUQlp1RkuL7njK3V4AaABAg'],Sare legends ek sath❤🎉,[0],[0],sare legends ek sath
8014,12558,['2024-07-05T17:21:41Z'],['Ugy2CW_8QyIO2VWwStF4AaABAg'],Thanks Sir hmari team ko aisa honour aap hi de skte hai 🇮🇳🇮🇳💐,[0],[4],thanks sir hmari team ko aisa honour aap hi de skte hai
8015,12559,['2024-07-05T17:21:39Z'],['UgxpmPw7U9PScSG0srx4AaABAg'],Dil jeet liya modi ji ne❤,[0],[1],dil jeet liya modi ji ne
8016,12564,['2024-07-05T17:20:57Z'],['UgxXiFUpeM1_oPxmgct4AaABAg'],Modi ji aaital ka recharge sasta kar vavo plis 😝😁💯,[0],[1],modi ji aaital ka recharge sasta kar vavo plis
8017,12566,['2024-07-05T17:20:48Z'],['UgwNweoCx1pfd4W2Nn94AaABAg'],You are a very good anchor PM. The questions to each players were to the point. ❤,[0],[0],you are a very good anchor pm the questions to each players were to the point
8018,12567,['2024-07-05T17:20:47Z'],['UgyiNKr2j2iQwt9tREN4AaABAg'],PM Modi best leader off the world,[0],[0],pm modi best leader off the world
8020,12569,['2024-07-05T17:20:39Z'],['Ugy4DhLAIHctXqscg0R4AaABAg'],Bilkul Last me Chanchal Chahal ko de dekh kar kis kis ko hasi aayi 😂😅😅😂,[0],[0],bilkul last me chanchal chahal ko de dekh kar kis kis ko hasi aayi
8022,12571,['2024-07-05T17:20:17Z'],['Ugw6KAIy1s5HLlrQXiR4AaABAg'],Seems like jab bhi koi answer karta hai uske saath saath teammates bhi uske lie nervous ho jate hai ki achhe se answer kar lee,[0],[0],seems like jab bhi koi answer karta hai uske saath saath teammates bhi uske lie nervous ho jate hai ki achhe se answer kar lee
8023,12574,['2024-07-05T17:20:02Z'],['Ugx0h1HleHmdq-d7FBN4AaABAg'],Thank you modi sir aapne itni respect di team india ko,[0],[0],thank you modi sir aapne itni respect di team india ko
8024,12576,['2024-07-05T17:19:26Z'],['UgwL4g0P4tLZlRSwB4x4AaABAg'],Fully scripted hai 😂😂,[0],[0],fully scripted hai
8025,12578,['2024-07-05T17:19:14Z'],['UgyTWcsv2wVGiiJqH-V4AaABAg'],"Super actituded modi ji,❤❤❤",[0],[0],super actituded modi ji
8026,12580,['2024-07-05T17:18:48Z'],['Ugxmshba3KQ0R9B6IQR4AaABAg'],Angad 💥💥💥,[0],[0],angad
8027,12581,['2024-07-05T17:18:43Z'],['UgyeevgHGQvmj3nU6It4AaABAg'],Great Indian Team &amp; The Leader,[0],[0],great indian team amp the leader
8030,12584,['2024-07-05T17:18:33Z'],['Ugw4imYZWpEVerr-XBV4AaABAg'],मोदीजी सिर्फ PM Nhi है देश का इमोशन हैं 👍🙏🙏,[3],[263],pm nhi
8031,12585,['2024-07-05T17:18:30Z'],['Ugw20l56t7v7EsYEIex4AaABAg'],Dhan dhan satguru tera hi aasra thanks guru papa ji,[0],[0],dhan dhan satguru tera hi aasra thanks guru papa ji
8032,12586,['2024-07-05T17:18:21Z'],['UgzB0qOh-8-4mN_NJ914AaABAg'],This video is funny 😅😅😅😅,[0],[0],this video is funny
8033,12587,['2024-07-05T17:18:16Z'],['UgyZ-vKKTbDss4eR5Ld4AaABAg'],"Sir you are very good PM of india but   why you decreased the government job. Government job is the single hope for poor people to give accelerate their life. Higher education karne ki hamare aukat nhi. Please increase the government job in railway, engineering, etc",[0],[0],sir you are very good pm of india but why you decreased the government job government job is the single hope for poor people to give accelerate their life higher education karne ki hamare aukat nhi please increase the government job in railway engineering etc
8034,12588,['2024-07-05T17:18:12Z'],['UgzT5R1HdeQTOK9VZHh4AaABAg'],You are a true leader modi ji ❤,[0],[0],you are a true leader modi ji
8035,12589,['2024-07-05T17:18:10Z'],['Ugx5_6bne61mAr0rSn54AaABAg'],Dravid pahli bar Hindi me bole❤❤❤,[0],[0],dravid pahli bar hindi me bole
8036,12590,['2024-07-05T17:18:09Z'],['UgxutV7NWdxg9GWNbcB4AaABAg'],Amazing interview...  Proud of our team india and modi ji ❤,[0],[0],amazing interview proud of our team india and modi ji
8037,12591,['2024-07-05T17:18:07Z'],['UgxgAueF4E49GyfjJV14AaABAg'],Bycot jio,[0],[0],bycot jio
8038,12592,['2024-07-05T17:18:00Z'],['UgyjW4Il2tUF37ZlcS14AaABAg'],Aise P. M kaha milye gya,[0],[0],aise p m kaha milye gya
8040,12598,['2024-07-05T17:17:12Z'],['UgwFf-J56Bu3EsfxQgZ4AaABAg'],Modi is great leader ❤❤,[0],[0],modi is great leader
8041,12600,['2024-07-05T17:16:41Z'],['UgyiJ7yYDzeu65AxEw94AaABAg'],Rohit Bhai ka ye vo ho gya😂😂😂,[0],[0],rohit bhai ka ye vo ho gya
8042,12601,['2024-07-05T17:16:37Z'],['UgzLwYKSYihNRdjnD0J4AaABAg'],Modi ji is legend ❤,[0],[0],modi ji is legend
8043,12602,['2024-07-05T17:16:25Z'],['UgzxMZqlHv3BRqaBm0h4AaABAg'],Modi a great leader,[0],[0],modi a great leader
8044,12603,['2024-07-05T17:16:10Z'],['Ugw09EFJosfwGPvKZ1x4AaABAg'],Last seen is so emotional 😭😢❤,[0],[0],last seen is so emotional
8045,12605,['2024-07-05T17:16:02Z'],['Ugykr1Om3wElsIb8EBV4AaABAg'],PM is just like my championship with all players 🚩🚩🙏🙏🙏🙏,[0],[1],pm is just like my championship with all players
8046,12606,['2024-07-05T17:16:00Z'],['UgzMk_Ajvz1DAEcjCa54AaABAg'],Everything is temporary but Rohit Sharma wo ye is permanent 😂😂😅,[0],[1],everything is temporary but rohit sharma wo ye is permanent
8047,12607,['2024-07-05T17:15:31Z'],['Ugxvr0KiXQunav-yMol4AaABAg'],Modi ji evm hack karte huye ❤,[0],[0],modi ji evm hack karte huye
8049,12612,['2024-07-05T17:14:59Z'],['UgzPmdAYoaY1zxBicJh4AaABAg'],"If someone will say that it is politics tricks and game, then I love this kind of politics.",[0],[0],if someone will say that it is politics tricks and game then i love this kind of politics
8050,12616,['2024-07-05T17:14:30Z'],['UgxXIZ1YZUszV8j7zCp4AaABAg'],Team India &amp; Narendra Modi ❤️🇮🇳,[0],[0],team india amp narendra modi
8051,12617,['2024-07-05T17:14:16Z'],['Ugy7JPSW57Ehw8H66yR4AaABAg'],we should never hate our prime minister . Show disagreement but not hate. Namaste modi ji,[0],[0],we should never hate our prime minister show disagreement but not hate namaste modi ji
8052,12618,['2024-07-05T17:14:10Z'],['UgxH2SXwrFKHMXijygZ4AaABAg'],Rahul crying at the corner 😞😞,[0],[0],rahul crying at the corner
8053,12619,['2024-07-05T17:14:09Z'],['Ugx8j8X3gqcz4SeWh_t4AaABAg'],Oh pm our pm🇮🇳❤️❤️,[0],[0],oh pm our pm
8055,12625,['2024-07-05T17:13:53Z'],['Ugx7tt6CcOCBdShvfKV4AaABAg'],Kaisa hamare Modi ji sab players ki choti bdi baaton ko yaad rkhe hai ye dekhr accha lga. NAMO ❤,[0],[0],kaisa hamare modi ji sab players ki choti bdi baaton ko yaad rkhe hai ye dekhr accha lga namo
8056,12628,['2024-07-05T17:13:26Z'],['UgyDWpmnZruhvlfzRAt4AaABAg'],Har game ko respect do please sirf cricket ko nhi others games bhi unko badane ki jarurat h,[0],[0],har game ko respect do please sirf cricket ko nhi others games bhi unko badane ki jarurat h
8057,12629,['2024-07-05T17:13:10Z'],['UgwWAqoEttVdfETxCTt4AaABAg'],Champion modi✅🏆🏆🎉🎉,[0],[0],champion modi
8058,12630,['2024-07-05T17:13:08Z'],['UgzUGOIRYgTZzdZ2hEd4AaABAg'],Wow what a great conversation ❤😊,[0],[1],wow what a great conversation
8059,12632,['2024-07-05T17:13:06Z'],['Ugyj6B4MMl6UoK5xNHF4AaABAg'],Hum apko dekke inspire hai modi sir the goat you and team,[0],[0],hum apko dekke inspire hai modi sir the goat you and team
8060,12633,['2024-07-05T17:13:01Z'],['UgxU3voR_o2gIkYnzlp4AaABAg'],Awesome Video Sir. Thank you.,[0],[0],awesome video sir thank you
8061,12637,['2024-07-05T17:12:33Z'],['UgxQ3Tc27HxxfGhpziZ4AaABAg'],Seeing happy faces to everyone thats amazing ❤😊,[0],[6],seeing happy faces to everyone thats amazing
8062,12639,['2024-07-05T17:12:20Z'],['UgwJw-DAVJ7TtzXEPd94AaABAg'],Success hone ka aha mantr   🙏🙏🌹🌹,[0],[1],success hone ka aha mantr
8063,12640,['2024-07-05T17:12:09Z'],['UgyrK_9YNgaaTNeGy8R4AaABAg'],When we lose or win pm is always with Team great PM and great team India,[0],[7],when we lose or win pm is always with team great pm and great team india
8064,12642,['2024-07-05T17:12:04Z'],['UgwzciWsyHW_c3VIpDt4AaABAg'],Akhir main siraj ko nhi dikhya yr. 😢,[0],[0],akhir main siraj ko nhi dikhya yr
8065,12643,['2024-07-05T17:11:58Z'],['UgxlGW5vBnsmEnzSbaF4AaABAg'],🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳 ilove you,[0],[0],ilove you
8066,12644,['2024-07-05T17:11:50Z'],['UgzusCtePLYZrcFp3214AaABAg'],"World see, Actually promoting hindi language proud feel. thanks PM MODI ❤",[0],[0],world see actually promoting hindi language proud feel thanks pm modi
8067,12645,['2024-07-05T17:11:44Z'],['UgyI97Kw8vzgGIXjbvV4AaABAg'],"Just imagine,  PM Narendra Modi ji k jaga Rahul Gandhi 😮.  Kiya scenario  🤣🤣🤣  We need PM Like Narendra Modi ji ❤❤",[0],[4],just imagine pm narendra modi ji k jaga rahul gandhi kiya scenario we need pm like narendra modi ji
8068,12646,['2024-07-05T17:11:37Z'],['UgwhCLOlab1_bxw9IRt4AaABAg'],Aise hi jit te raho,[0],[0],aise hi jit te raho
8069,12649,['2024-07-05T17:11:10Z'],['UgwZk-90hF7Jsgf71Bh4AaABAg'],Best winns,[0],[0],best winns
8071,12652,['2024-07-05T17:10:46Z'],['UgzByVuWgqP-ZPTK2cR4AaABAg'],Finally Mera Dream pura Huwa Bhai log ❤❤,[0],[0],finally mera dream pura huwa bhai log
8072,12656,['2024-07-05T17:10:25Z'],['Ugy4Z4WjeZkOsZ1kBSF4AaABAg'],Ladke nahi miyan.....babbar sher hain,[0],[0],ladke nahi miyanbabbar sher hain
8073,12658,['2024-07-05T17:10:10Z'],['UgyB5ZJd1957thdPvcV4AaABAg'],Ye Rohit ke baal kaise aa jata hai field ke bahar,[0],[1],ye rohit ke baal kaise aa jata hai field ke bahar
8074,12660,['2024-07-05T17:09:16Z'],['Ugyhp8xmkLe0p9zLJSp4AaABAg'],Stupid pm siraj se v bat ker leta 🤬🤬🤬,[0],[0],stupid pm siraj se v bat ker leta
8076,12664,['2024-07-05T17:08:54Z'],['UgwyUGlXWO3029ISug54AaABAg'],Very nice meeting and i salute our indian team and pm modi ji.,[0],[0],very nice meeting and i salute our indian team and pm modi ji
8077,12665,['2024-07-05T17:08:51Z'],['UgyYrboi-AGdjykgIjx4AaABAg'],Good program ❤,[0],[0],good program
8078,12667,['2024-07-05T17:08:45Z'],['Ugzv7B3OibZGpIc7ORh4AaABAg'],Sir apne aur sabne hindi m bat kiya very good,[0],[2],sir apne aur sabne hindi m bat kiya very good
8079,12668,['2024-07-05T17:08:44Z'],['UgxFB46icoxYSLnDi0R4AaABAg'],lots of respect pm modi ji you are really a gem person 🙏,[0],[0],lots of respect pm modi ji you are really a gem person
8080,12669,['2024-07-05T17:08:22Z'],['UgyQbN6WBlnIc9xBdZx4AaABAg'],"क्या पल है यार काश हम भी कुछ ऐसा अपने देश के लिए कर पाते सपने सपने बनकर रहे जा रहे है । इस राजनीति के दलदल मे करोड़ घरों से युथ जो ऐसे बहुत शारे स्पोर्ट के लिए तैयार होते हैं , लेकिन उनका सपना कभी सच नही हो पाता करने की चाह बहुत हैं । मन मे लेकिन् इस घूसखोरी की दलदल से कोई बाहर निकाले और कइयो रियल टैलेंट को इस अवसर मे भागीदारी का मौका दे । So pls i request you modi ji. you solution his genretion youth in any sport.  THANK YOU",[0],[0],so pls i request you modi ji you solution his genretion youth in any sport thank you
8081,12671,['2024-07-05T17:08:12Z'],['UgylMGdWE0FbINOrKHZ4AaABAg'],Rohit and wo 😂😂 Combo ❤,[0],[0],rohit and wo combo
8082,12672,['2024-07-05T17:08:03Z'],['UgxU-IcWSlD79HDyMZR4AaABAg'],Dil khush kar diya Sir❤,[0],[0],dil khush kar diya sir
8083,12673,['2024-07-05T17:08:03Z'],['Ugzy52jI9kNdMUwOVUl4AaABAg'],I was eagerly waiting for this stream.,[0],[0],i was eagerly waiting for this stream
8084,12674,['2024-07-05T17:07:59Z'],['Ugzv7yIx9cHDc1b4nBt4AaABAg'],Jindagi me pehli baar comment kar rha hu thank you aj kuch acha lga  God bless u,[0],[3],jindagi me pehli baar comment kar rha hu thank you aj kuch acha lga god bless u
8085,12675,['2024-07-05T17:07:47Z'],['Ugw-3-j0La8H59b2On94AaABAg'],Brand ambassador of yeh -- woohh.   Rohit Sharma ❤,[0],[0],brand ambassador of yeh woohh rohit sharma
