,Unnamed: 0,Published_At,Comment_ID,Comment,Replies,Likes,all_eng
1275,1837,['2024-08-13T02:22:31Z'],['UgzxTdLExGy4CEDpu8x4AaABAg'],Superb editing and BGM. Goosebumps every time I c it. 🔥❤️,[0],[0],superb editing and bgm goosebumps every time i c it
1276,1838,['2024-08-13T02:02:29Z'],['Ugxn0daoqxdmZrUp0lJ4AaABAg'],the goosebumps are unlimited while seeing this video,[0],[0],the goosebumps are unlimited while seeing this video
1277,1839,['2024-08-12T22:51:31Z'],['UgzmA9C5AKLYY41h6DR4AaABAg'],Bangladesh a shit country torturing hindus.,[0],[1],bangladesh a shit country torturing hindus
1278,1840,['2024-08-12T19:59:37Z'],['UgzYEYMh6G6LCnHpS914AaABAg'],&quot;the drought is over&quot; This line ♥,[0],[0],quotthe drought is overquot this line
1279,1841,['2024-08-12T16:41:12Z'],['UgzYCKrWjawXxR3pSXp4AaABAg'],"India ,the greatest champions of the modern era",[0],[0],india the greatest champions of the modern era
1280,1844,['2024-08-12T11:33:36Z'],['UgxU1x-CQNKuzlAzeU94AaABAg'],जितनी बार इस वीडियो को देखता हु रोंगटे खड़े हो जाते h 😊❤Indiaaaaaa❤🇮🇳,[0],[0],h indiaaaaaa
1281,1845,['2024-08-12T10:07:44Z'],['UgyGJxRIVtTNbQXYxYJ4AaABAg'],"After Indias humiliating defeat in Sri Lanka, i think Gautam Gambhir should pack his bags...as we do not need you as coach. Your experimenting too much and your loyalti towards K.L Rahul and Iyer had costed India the series and will keep costing. Please leave and guys lets have Ravi Shastri or Rahul Dravid back as our coach again. Indias winning percentage under them is the highest.  Please Gautam Gambhir...pleeeeeeeease leave. We do not need your experiments please....!",[0],[0],after indias humiliating defeat in sri lanka i think gautam gambhir should pack his bagsas we do not need you as coach your experimenting too much and your loyalti towards kl rahul and iyer had costed india the series and will keep costing please leave and guys lets have ravi shastri or rahul dravid back as our coach again indias winning percentage under them is the highest please gautam gambhirpleeeeeeeease leave we do not need your experiments please
1283,1848,['2024-08-12T04:25:42Z'],['Ugz0IH5TibwJ2-hOVkV4AaABAg'],Jitni baar dekho mnn nii bharta ❤❤,[0],[0],jitni baar dekho mnn nii bharta
1284,1849,['2024-08-12T04:25:14Z'],['UgwWWstywYqJR8B2Hm14AaABAg'],Pakisthan father won,[0],[0],pakisthan father won
1285,1851,['2024-08-11T16:02:23Z'],['UgwU-4V4BXW29eJ8YZZ4AaABAg'],Most satisfying video ❤ in the my life,[0],[0],most satisfying video in the my life
1286,1852,['2024-08-11T13:17:36Z'],['UgwrW5tz9Oailb9Lx6Z4AaABAg'],On the loop till ages ❤,[0],[0],on the loop till ages
1287,1853,['2024-08-11T11:37:26Z'],['Ugy0yjUaInghLOsQ-A94AaABAg'],Hardick came as God,[0],[0],hardick came as god
1289,1855,['2024-08-11T10:01:43Z'],['UgwGkBsY9GRoBQzwOId4AaABAg'],India needed this world cup badly. Got to feel for South Africa.,[0],[0],india needed this world cup badly got to feel for south africa
1290,1856,['2024-08-11T10:00:28Z'],['Ugw2-gBpmyvx0mDfZ5F4AaABAg'],this thing is no less  than a fking blockbuster moive :),[1],[3],this thing is no less than a fking blockbuster moive
1291,1857,['2024-08-11T09:35:23Z'],['UgyPk4rxvBYLGyoSBIJ4AaABAg'],I got goosebumps after watching this,[0],[0],i got goosebumps after watching this
1292,1858,['2024-08-11T06:41:03Z'],['UgzhaS9P0WZhRPuofYN4AaABAg'],Quinton dcock has fallen..,[0],[1],quinton dcock has fallen
1296,1864,['2024-08-10T16:22:27Z'],['UgwCV8K74C4ZKKqus4B4AaABAg'],What an edit @ICC,[0],[1],what an edit icc
1297,1865,['2024-08-10T13:26:08Z'],['UgzCkjbK16xKL9_LUzF4AaABAg'],Yesssiiirrrrrr the montage we needed 🔥🔥❤❤❤,[0],[0],yesssiiirrrrrr the montage we needed
1300,1870,['2024-08-10T02:45:44Z'],['UgzUCDwDfsUCb14pVjV4AaABAg'],Thank you Ian Smith for legendary piece of commentary on Surya’s catch; equally enthralling!,[0],[1],thank you ian smith for legendary piece of commentary on suryas catch equally enthralling
1301,1871,['2024-08-10T00:43:48Z'],['UgxzMIozm387MZtvDtB4AaABAg'],Thanks a lot to @ICC,[0],[1],thanks a lot to icc
1302,1872,['2024-08-09T15:29:54Z'],['UgxPUSnqfFf_-SwxHsd4AaABAg'],World Class Editing ❤ Absolutely Masterpiece ❤,[0],[4],world class editing absolutely masterpiece
1303,1873,['2024-08-09T14:22:35Z'],['UgwZbFDXCN9Qj0VSpwJ4AaABAg'],Sadly Rantman wasn’t here to witness this😢,[0],[1],sadly rantman wasnt here to witness this
1306,1876,['2024-08-09T07:38:19Z'],['Ugxp_FDZJ95KKaAY6FV4AaABAg'],Mean while bhikaristan bhikari india won by cheating🤡🤡🐕🐶🐕🐶,[0],[0],mean while bhikaristan bhikari india won by cheating
1307,1877,['2024-08-09T05:38:38Z'],['UgyPQsZTs6jtN_GJDLl4AaABAg'],This time trophy back to our home 🏠🇮🇳,[0],[1],this time trophy back to our home
1309,1879,['2024-08-08T18:44:18Z'],['UgwSYoSKgYdh1MG0SYd4AaABAg'],That moment  Kohli giving bowl to Bumrah and back in the commentry  &quot; Is this the last throw of dice for India&quot;  Absolute goosebumps 🥶♾️🥶,[0],[36],that moment kohli giving bowl to bumrah and back in the commentry quot is this the last throw of dice for indiaquot absolute goosebumps
1310,1880,['2024-08-08T16:06:12Z'],['UgwzgRaJmuHpRhh5AU94AaABAg'],This has been a very happy match,[0],[1],this has been a very happy match
1311,1881,['2024-08-08T15:47:36Z'],['UgxYunFmiab50Jyp1YF4AaABAg'],Its glorious it well it. 😊.😂. Its glorious guys presscesstiass asciess it. 😅. ❤.,[0],[0],its glorious it well it its glorious guys presscesstiass asciess it
1312,1882,['2024-08-08T13:15:14Z'],['UgyIXe2tBK3hr0Ir3hl4AaABAg'],Hardik back game with magic hand 👏👏👏👏👏👏👏💙💙💙💙💙💙💙💙,[0],[2],hardik back game with magic hand
1313,1883,['2024-08-08T10:17:44Z'],['UgztGCtbAEgBy8n0lVR4AaABAg'],We are the world 🏆 s,[0],[2],we are the world s
1314,1885,['2024-08-08T06:30:57Z'],['Ugy368PJqbL0MIaciqx4AaABAg'],Still feel goosebumps (Whatta Match!),[0],[1],still feel goosebumps whatta match
1316,1887,['2024-08-07T21:41:36Z'],['Ugz2fyUH_zGBHViNjsp4AaABAg'],"When I was watching this live , I was suffering from an appendicitis surgery, when I saw Suryas catch, I just threw my arms up in the air, and was crying. Best feeling ever.",[0],[0],when i was watching this live i was suffering from an appendicitis surgery when i saw suryas catch i just threw my arms up in the air and was crying best feeling ever
1317,1888,['2024-08-07T16:12:36Z'],['UgyTjdkA8Kp-EtXEHJB4AaABAg'],India Forever ! 🧡🧡🤍🤍💚💚,[0],[0],india forever
1318,1889,['2024-08-07T07:17:53Z'],['Ugx-Urk8M023NXgf0-14AaABAg'],I am very proud to be an indian,[0],[0],i am very proud to be an indian
1319,1890,['2024-08-07T02:16:37Z'],['UgxV-lyRvfWaBX3H-bZ4AaABAg'],Very good very very very very Good good good good,[0],[0],very good very very very very good good good good
1320,1891,['2024-08-07T01:36:56Z'],['Ugx4cFso5FVm2lmpf1F4AaABAg'],The only wc winning team that has stayed unbeaten throughout the tournament. The champions!!! ❤,[0],[0],the only wc winning team that has stayed unbeaten throughout the tournament the champions
1321,1892,['2024-08-06T21:42:26Z'],['UgyK0olcprUeATMrCGN4AaABAg'],This match was more like a movie!!😭😭,[0],[0],this match was more like a movie
1322,1895,['2024-08-06T15:10:05Z'],['UgyfV-B4ytUSnH-1VcV4AaABAg'],Requst to All Indians please save Bangladeshi Hindus 😢😢😢😢😢,[0],[1],requst to all indians please save bangladeshi hindus
1323,1896,['2024-08-06T15:07:30Z'],['Ugzo-jGfzUEXThoni-p4AaABAg'],The perfect &quot;CINEMA &quot;🥵,[0],[0],the perfect quotcinema quot
1324,1897,['2024-08-06T15:03:36Z'],['Ugw2vP5gFZpm5dCruRh4AaABAg'],India fans assemble,[0],[0],india fans assemble
1325,1898,['2024-08-06T10:31:19Z'],['Ugw34JbMA9BPti6xLkF4AaABAg'],i cried happy watching this,[0],[0],i cried happy watching this
1327,1900,['2024-08-05T15:11:09Z'],['UgwN-toPYeaZvKWT-d94AaABAg'],"This is good.  But &quot;long off, long off, long offffff&quot; is an emotion!!!",[0],[0],this is good but quotlong off long off long offffffquot is an emotion
1328,1901,['2024-08-05T14:40:48Z'],['UgzQ9zWM07phcdxrvjF4AaABAg'],Wonderful edit by ICC just goosebumps ❤❤,[0],[1],wonderful edit by icc just goosebumps
1329,1902,['2024-08-05T14:27:09Z'],['UgwgEqf8xYv59BbBrvF4AaABAg'],Im not forget this movement we are Indian and never Give up,[0],[0],im not forget this movement we are indian and never give up
1330,1904,['2024-08-05T13:55:29Z'],['Ugzd2m540TE9t3aY5ON4AaABAg'],Perfect ending for Virat,[0],[0],perfect ending for virat
1331,1905,['2024-08-05T13:50:04Z'],['Ugz_GClLQSbPu4AUJnJ4AaABAg'],South Africa bad day india brilliant day 🇮🇳🇮🇳🇮🇳🇮🇳👍👍,[0],[0],south africa bad day india brilliant day
1332,1906,['2024-08-05T12:44:17Z'],['Ugz3_97CC-uFc0ybE6N4AaABAg'],"whatever miracles happen in bowling for India, Bumrah is always the backbone for it",[0],[0],whatever miracles happen in bowling for india bumrah is always the backbone for it
1333,1907,['2024-08-05T09:07:23Z'],['UgxGOWPZNZp2nckoqg54AaABAg'],long off long off long offffffffffffffffffffffff surya kumer yadav,[0],[0],long off long off long offffffffffffffffffffffff surya kumer yadav
1336,1911,['2024-08-05T05:30:27Z'],['UgwH5L_jWpZG42sJbA54AaABAg'],Am i only one who is obsessed with this video? 😌❤,[1],[0],am i only one who is obsessed with this video
1337,1913,['2024-08-05T02:35:47Z'],['Ugyc3Vvm-fRLSMkYiIJ4AaABAg'],Ian Smith &amp; his commentry ❤,[0],[0],ian smith amp his commentry
1338,1916,['2024-08-04T08:02:18Z'],['UgzBm4ZHyjZyA1xlLrt4AaABAg'],Well one of the best Edit from ICC over the years!! Thank You ...,[0],[1],well one of the best edit from icc over the years thank you
1339,1917,['2024-08-04T06:53:18Z'],['Ugxy3ucU6wQQCaKN51l4AaABAg'],Southafrika played strongest cricket in the world,[0],[0],southafrika played strongest cricket in the world
1340,1920,['2024-08-04T04:37:28Z'],['UgwtYmin2AnbgeHqhIt4AaABAg'],I am very proud of India Today,[0],[0],i am very proud of india today
1342,1922,['2024-08-04T03:36:06Z'],['UgwEMtjY-7nam9331tJ4AaABAg'],WHAT A MUSIC WHAT A EDITING VERY NICE AWESOME WORK N I LOVE INDIA❤❤❤❤❤❤❤,[0],[0],what a music what a editing very nice awesome work n i love india
1343,1923,['2024-08-03T15:19:06Z'],['UgzPDXE4LQW_4vWw6WB4AaABAg'],Editing and commentator both are devestating ❤,[0],[1],editing and commentator both are devestating
1344,1924,['2024-08-03T15:08:51Z'],['Ugzn0EpivjcX8efuxQp4AaABAg'],Seems like i never ever gonna  forget that moment 😊❤,[0],[0],seems like i never ever gonna forget that moment
1345,1925,['2024-08-03T14:40:31Z'],['Ugw42IMH8WR-rvk_IeV4AaABAg'],"Dont give me goosebumps, i will cry",[0],[0],dont give me goosebumps i will cry
1346,1926,['2024-08-03T14:26:47Z'],['UgwIVbRe-aDULDfaMZJ4AaABAg'],here after watching indias olympics medal tally so that i can feel good,[0],[0],here after watching indias olympics medal tally so that i can feel good
1347,1929,['2024-08-03T10:28:41Z'],['Ugw0XGEO5vw3oNFbIP54AaABAg'],I called this is the match of tha century... ❤,[0],[0],i called this is the match of tha century
1348,1930,['2024-08-03T09:21:06Z'],['Ugxw0uJYZ3V4DXc5YKd4AaABAg'],I am thanking to God that I see this moment about India wc winning with my eyes live,[0],[2],i am thanking to god that i see this moment about india wc winning with my eyes live
1350,1934,['2024-08-03T06:08:00Z'],['UgxVHfffxUnovT-zhpt4AaABAg'],Underrated over by arshdeep,[0],[0],underrated over by arshdeep
1351,1935,['2024-08-03T06:05:06Z'],['UgzEOMy0rMuG8loodqN4AaABAg'],Spinners were very bad,[0],[1],spinners were very bad
1353,1939,['2024-08-02T22:27:16Z'],['UgxqYgcHVS5MnxKYIzx4AaABAg'],Why was the stadium so cool? It was filled with fans!,[0],[0],why was the stadium so cool it was filled with fans
1354,1940,['2024-08-02T20:40:28Z'],['Ugx4aoY41pUlwmYREsp4AaABAg'],"When that edge went to boundary, like Siraj we all looked up in unison to our gods saying please.",[0],[0],when that edge went to boundary like siraj we all looked up in unison to our gods saying please
1355,1941,['2024-08-02T17:13:13Z'],['Ugwxmo-FK0g5t6Fx_rl4AaABAg'],I love the jersey,[0],[2],i love the jersey
1356,1942,['2024-08-02T15:33:56Z'],['UgzBKN_gHBntW3AbqXV4AaABAg'],Amazing editing. Feels like a thriller movie.,[0],[1],amazing editing feels like a thriller movie
1357,1943,['2024-08-02T13:19:07Z'],['UgyTLf20WPe5kbbe_BN4AaABAg'],Im not crying you are 😭,[0],[1],im not crying you are
1358,1947,['2024-08-02T07:45:51Z'],['Ugz_UzbDmFSlgSqKcE94AaABAg'],What a match just memorable for life time 🎉❤❤,[0],[0],what a match just memorable for life time
1359,1948,['2024-08-02T06:48:01Z'],['Ugzo8KP62zU__Ebkaxt4AaABAg'],The fear of henrich klassen,[0],[0],the fear of henrich klassen
1360,1949,['2024-08-02T05:51:45Z'],['UgxNYQkB0Q0t3qSo5714AaABAg'],India are seriously back in this gives me goosebumps.❤,[0],[0],india are seriously back in this gives me goosebumps
1361,1951,['2024-08-02T04:53:21Z'],['UgwQ2gyBRcNbCkkHWAx4AaABAg'],Clutch,[0],[0],clutch
1363,1953,['2024-08-01T22:04:08Z'],['UgzYSEBkdcaNEz3WVTZ4AaABAg'],"Sorry South africans, we needed this WC badly",[0],[2],sorry south africans we needed this wc badly
1364,1954,['2024-08-01T17:44:43Z'],['Ugyo-xDyCgYSP-Ttach4AaABAg'],It really broke my heart.Wanted SA to win;they were more deserving and underrated team of the tournament.,[1],[1],it really broke my heartwanted sa to winthey were more deserving and underrated team of the tournament
1365,1955,['2024-08-01T16:47:26Z'],['UgzfNBa9EvESU-iemjx4AaABAg'],&quot;Is this the day the rainbow nation gets the pot of gold&quot; Just brilliant commentary from Bish.,[0],[1],quotis this the day the rainbow nation gets the pot of goldquot just brilliant commentary from bish
1366,1956,['2024-08-01T16:23:37Z'],['UgyeC8FdSedSJTlGiA54AaABAg'],This is called a real match I wish sa won next time ❤,[0],[0],this is called a real match i wish sa won next time
1367,1957,['2024-08-01T15:38:17Z'],['UgwRgBtPTkXN8mpoaMt4AaABAg'],"dddddddddddddddddda,mmmmmmmm",[0],[0],ddddddddddddddddddammmmmmmm
1368,1959,['2024-08-01T12:07:55Z'],['UgwB-o7ff2d6XL6J7cl4AaABAg'],What a team work that was🎉,[0],[0],what a team work that was
1369,1964,['2024-08-01T07:42:41Z'],['UgxwAvAdtsG-BC3bdYh4AaABAg'],"Kohli Knows , All knows And The World of Cricket Knows - India Champions what a statement by Ian Smith...",[0],[1],kohli knows all knows and the world of cricket knows india champions what a statement by ian smith
1370,1965,['2024-08-01T07:03:48Z'],['UgxXw758ZNhqxWDbrUJ4AaABAg'],Whoever is a real cricket fan would have feel sad and happy at both times because both teams deserved a icc trophy from last decade,[0],[1],whoever is a real cricket fan would have feel sad and happy at both times because both teams deserved a icc trophy from last decade
1371,1967,['2024-08-01T06:07:34Z'],['UgwA5cd3xTFN36JmxVp4AaABAg'],What a beautifully edited video. Watched it many times but never got bored while watching it. Hats of to the editor.,[0],[0],what a beautifully edited video watched it many times but never got bored while watching it hats of to the editor
1372,1968,['2024-08-01T05:57:59Z'],['Ugz5YQEGRoA9FrwiHgB4AaABAg'],Mentally : I am still here 😇😇,[0],[0],mentally i am still here
1373,1969,['2024-08-01T04:49:32Z'],['UgyAxg1v_lwnFYtRBxt4AaABAg'],The workd needs to know the music credits.. whose behind it,[0],[0],the workd needs to know the music credits whose behind it
1374,1971,['2024-08-01T02:42:01Z'],['UgxIC7iHkkV9Ii3-LK54AaABAg'],In all these process stubss innings is underrated😢,[0],[0],in all these process stubss innings is underrated
1375,1972,['2024-07-31T20:10:15Z'],['Ugw_yXk-52FCTqaHuI14AaABAg'],So soothing to watch our boys lift the cup.   Jai Hindi 🇮🇳,[0],[7],so soothing to watch our boys lift the cup jai hindi
1376,1973,['2024-07-31T19:34:15Z'],['UgyKejPiEVxB0OeEKA14AaABAg'],Editor deserves a raise  Superb editing and music. Getting chills everytime i watch it,[0],[0],editor deserves a raise superb editing and music getting chills everytime i watch it
1377,1974,['2024-07-31T18:58:11Z'],['UgxGn4TurItFd4CS7oB4AaABAg'],this match never forgetable,[0],[0],this match never forgetable
1378,1975,['2024-07-31T18:15:05Z'],['UgxVm6v2ZUj2h4_2QTt4AaABAg'],"This Video gives Goosebumps everytime I Watch it The Music, The Commentary, The Editing All top Notch 🎉 Amazing by ICC",[0],[0],this video gives goosebumps everytime i watch it the music the commentary the editing all top notch amazing by icc
1379,1977,['2024-07-31T18:09:36Z'],['UgyL8I8hpqgnfQ74Lzt4AaABAg'],Press 👍 for Surya 🏆,[0],[1],press for surya
1381,1979,['2024-07-31T17:35:21Z'],['Ugx5oS73o4JGeo4XnvR4AaABAg'],I m a champion❤,[0],[0],i m a champion
1382,1980,['2024-07-31T17:27:24Z'],['Ugx0ALAOVVWJ0RZCOyp4AaABAg'],Icc editting for india ❤,[0],[0],icc editting for india
1386,1986,['2024-07-31T07:54:47Z'],['UgzNQpJRcDkYmA7ApPx4AaABAg'],Disclaimer: GOOSEBUMPS ASSORTED ❤,[0],[1],disclaimer goosebumps assorted
1387,1987,['2024-07-31T07:23:32Z'],['UgwnSYFKpDvOSmelT_p4AaABAg'],Jai pravu  shree Ram🚩🚩joy bharat maa🧡🧡🧡,[0],[0],jai pravu shree ramjoy bharat maa
1388,1988,['2024-07-31T06:19:12Z'],['UgzXkv057m8bi21BMa54AaABAg'],Sukoon ka naam suna hai kabhi,[0],[0],sukoon ka naam suna hai kabhi
1389,1989,['2024-07-31T06:15:16Z'],['UgzwcGbSHeuYGv8rKJx4AaABAg'],&quot;the drought is over!&quot; ❤,[0],[2],quotthe drought is overquot
1392,1992,['2024-07-31T03:27:56Z'],['UgwwRKcpe1BgD6VqBr94AaABAg'],Still I am crying after watching this vedio😢❤,[0],[7],still i am crying after watching this vedio
1393,1994,['2024-07-30T23:43:43Z'],['Ugw9mXal6k7COzzqcSN4AaABAg'],"Hardik ...  not only he was trusted to bowl in those two crucial overs of the game but he delivered on first ball of both overs !!! Got rid of both dangerous batsmen who were standing between India and the trophy !! What a professional player. He stands on level with Kapil dev, Yuvraj Singh as a greatest all rounder from India !",[9],[283],hardik not only he was trusted to bowl in those two crucial overs of the game but he delivered on first ball of both overs got rid of both dangerous batsmen who were standing between india and the trophy what a professional player he stands on level with kapil dev yuvraj singh as a greatest all rounder from india
1394,1995,['2024-07-30T18:13:50Z'],['UgyqnKNX8Blf_Cglhkp4AaABAg'],The clips of the third camera are always treat to watch,[0],[0],the clips of the third camera are always treat to watch
1395,1996,['2024-07-30T17:05:41Z'],['UgwOQ7E-VNI81OQyj3J4AaABAg'],Same Goosebumps everytime I watch it🎉❤,[0],[0],same goosebumps everytime i watch it
1397,1998,['2024-07-30T15:07:47Z'],['UgxN2CkrKhbItsBN5zF4AaABAg'],"No matter how many times you watch it, youll always feel proud as an Indian !!! 🇮🇳🇮🇳🇮🇳",[0],[0],no matter how many times you watch it youll always feel proud as an indian
1399,2001,['2024-07-30T12:44:59Z'],['Ugzj1Uq2LV_-oKQV0IB4AaABAg'],If the word goosebumps had one synonynam then just watch this video❤❤,[0],[0],if the word goosebumps had one synonynam then just watch this video
1400,2002,['2024-07-30T12:23:19Z'],['Ugyp_WDLWTMjqkqhcVZ4AaABAg'],Whenever i need motivation i watch this ❤❤❤,[0],[1],whenever i need motivation i watch this
1401,2003,['2024-07-30T11:58:33Z'],['UgyFqmeUcUXEmSX4eUN4AaABAg'],you wanna see magic India is here,[0],[0],you wanna see magic india is here
1402,2004,['2024-07-30T11:33:14Z'],['UgyqXsi16uzIfq9BAhJ4AaABAg'],I am from India but feeling sad for the most unlucky team South africa,[0],[0],i am from india but feeling sad for the most unlucky team south africa
1404,2007,['2024-07-30T06:10:09Z'],['Ugw1VJi8ujzRb5Qjuit4AaABAg'],This video is Cinema ❤,[0],[0],this video is cinema
1405,2008,['2024-07-30T06:09:12Z'],['Ugzfgz0q1lIADWyP4Zh4AaABAg'],Where is bangladesh 😂😂,[0],[1],where is bangladesh
1406,2012,['2024-07-30T03:38:48Z'],['Ugwlc4hQmRE9Ra5q0pt4AaABAg'],No words Only EMOTIONS.🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳,[0],[3],no words only emotions
1407,2013,['2024-07-30T03:11:04Z'],['UgwfBy7pfsa6lNTZ62x4AaABAg'],Blockbuster final match tha yaar 😱😱,[0],[1],blockbuster final match tha yaar
1409,2017,['2024-07-29T18:22:37Z'],['UgxbvQFdS_2QQ5PkWXt4AaABAg'],Watching it everyday ..on loop... goosebumps,[0],[1],watching it everyday on loop goosebumps
1410,2018,['2024-07-29T17:34:52Z'],['UgwP4gbcVe93DDN0G0J4AaABAg'],Oh dear Hendrick klassen if you were not out you would have become our night mare like Travis head. 👽👽👽,[0],[2],oh dear hendrick klassen if you were not out you would have become our night mare like travis head
1411,2019,['2024-07-29T17:27:42Z'],['Ugz6JFdUfNhwYeR8Rzp4AaABAg'],Surya hardik bumrah arshdeep,[0],[1],surya hardik bumrah arshdeep
1415,2024,['2024-07-29T15:01:09Z'],['Ugys2zvNY8k-kTGQM6F4AaABAg'],I can watch it in loop.,[0],[0],i can watch it in loop
1416,2026,['2024-07-29T11:26:59Z'],['UgybxAt4U4hcpHhrHoB4AaABAg'],Rohit Sharma ji kaa fans,[0],[0],rohit sharma ji kaa fans
1417,2027,['2024-07-29T09:19:13Z'],['UgwOD2Jeiu-JGtl2gIh4AaABAg'],Jeez ICC its a damn match not a freaking crusade. What epic music and editing is this.😂,[0],[0],jeez icc its a damn match not a freaking crusade what epic music and editing is this
1418,2028,['2024-07-29T08:54:01Z'],['Ugyqyz3eaO8cI2lccJh4AaABAg'],Long off long off surya kumar yadav Surya kumar yadav ne pakda apne zindagi ka sabse mahpoon catch 😢😢,[0],[0],long off long off surya kumar yadav surya kumar yadav ne pakda apne zindagi ka sabse mahpoon catch
1419,2029,['2024-07-29T08:45:57Z'],['UgyGT_LmvIUHLpY6UPN4AaABAg'],I dont know how many time i have watched it.,[0],[1],i dont know how many time i have watched it
1420,2030,['2024-07-29T06:16:57Z'],['Ugz7kQ6BSDdYHEsyjEh4AaABAg'],David miller was so confused when he got out😂😂😂😂😂😂😂😂😂😂😂😂😂,[0],[0],david miller was so confused when he got out
1422,2033,['2024-07-29T01:36:52Z'],['UgwYYVEQDAL6ef8Jeu54AaABAg'],Tears all around the world,[0],[0],tears all around the world
1423,2034,['2024-07-28T22:46:56Z'],['UgzLx4HmXLAAQuKfrqZ4AaABAg'],Hardik pandey remember the name,[0],[0],hardik pandey remember the name
1424,2035,['2024-07-28T15:41:00Z'],['UgzBNgBNTC1lBv3ni_B4AaABAg'],Not a turning poin catch.  H. Klassens wickets is important.,[2],[0],not a turning poin catch h klassens wickets is important
1425,2037,['2024-07-28T10:53:01Z'],['UgxB9oq26XvZe7idzBp4AaABAg'],India won on my bd and trophi,[0],[0],india won on my bd and trophi
1426,2038,['2024-07-28T10:21:04Z'],['UgxqUmEQK2K_OAYGZap4AaABAg'],What was the nickname of the field Barbados..I got the question but forgot the answer what he told(The master),[0],[0],what was the nickname of the field barbadosi got the question but forgot the answer what he toldthe master
1427,2039,['2024-07-28T06:04:26Z'],['UgzsEcK02LCwUJqVydJ4AaABAg'],Everytime I watch this video I get tears in my eyes and goosebumps that I never felt ever ❤❤  Hail team India!!,[0],[0],everytime i watch this video i get tears in my eyes and goosebumps that i never felt ever hail team india
1428,2041,['2024-07-28T04:20:59Z'],['UgwBmPDA80F5g7h2mpx4AaABAg'],The carnage from henry classen is terrifying,[0],[0],the carnage from henry classen is terrifying
1429,2043,['2024-07-28T00:58:14Z'],['UgyLJRIMylxuvxeSVVt4AaABAg'],Its not just a game its not just a team IT IS AN EMOTION,[0],[0],its not just a game its not just a team it is an emotion
1431,2045,['2024-07-27T18:38:08Z'],['UgzrGxwqy9sm00FTgEJ4AaABAg'],Literally got goosebumps watching this. ❤,[0],[1],literally got goosebumps watching this
1435,2050,['2024-07-27T13:39:46Z'],['UgxIHdngLIf1Vd-p4MB4AaABAg'],That is written in history ❤,[0],[0],that is written in history
1436,2053,['2024-07-27T11:29:19Z'],['Ugz5NQ5ovTwcdHz03Y14AaABAg'],Goosebumps gurranted &gt;&gt;&gt;&gt;,[0],[0],goosebumps gurranted gtgtgtgt
1437,2054,['2024-07-27T09:49:43Z'],['UgzjVtsy1zK09eNbHiF4AaABAg'],"WIDE, MILLER GETS IT CAN HE GET, PLENTY OF IT DOES HE? NO, OH NO, WHAT A CATCH.  REMEMBER THIS CATCH, THESE LINES",[0],[0],wide miller gets it can he get plenty of it does he no oh no what a catch remember this catch these lines
1438,2055,['2024-07-27T09:34:08Z'],['UgxDf5YCuo6yv0P_2c54AaABAg'],Oscar winning film,[0],[0],oscar winning film
1439,2056,['2024-07-27T09:12:07Z'],['Ugxb0cYF_DciTsZBNqF4AaABAg'],Sab se best video hai ye youtube ka ❤,[0],[0],sab se best video hai ye youtube ka
1440,2057,['2024-07-27T08:49:17Z'],['UgxdWZSkg6gvctQAO2R4AaABAg'],That flag scene was goosebump moment,[0],[0],that flag scene was goosebump moment
1442,2059,['2024-07-27T08:21:30Z'],['UgyhaCf4H88cPs3t4rB4AaABAg'],Its not just a match its an emotion for every indian🥺❤ .. superb editing by ICC ❤❤ we are the champions 🏆 india 🇮🇳,[0],[1],its not just a match its an emotion for every indian superb editing by icc we are the champions india
1443,2063,['2024-07-27T06:31:15Z'],['UgxwDoDGAv9SQdp4FG14AaABAg'],The video is mindblowing.,[0],[0],the video is mindblowing
1444,2065,['2024-07-27T05:34:49Z'],['UgxAQGrxz52ZYePNYo94AaABAg'],good video but the background music is not that good. Someone needs to make this montage with a better music.,[0],[0],good video but the background music is not that good someone needs to make this montage with a better music
1447,2068,['2024-07-27T03:35:49Z'],['UgwYgMocxlkKG_JgxV54AaABAg'],anyone know what the backtrack is for this video....??? the suspense music!,[0],[0],anyone know what the backtrack is for this video the suspense music
1450,2073,['2024-07-26T14:45:02Z'],['UgzLo4krcaes__08qBJ4AaABAg'],Virat Kohli and bumbra and Surya,[0],[0],virat kohli and bumbra and surya
1453,2077,['2024-07-26T11:22:12Z'],['Ugwb8V0-lQlZQYkhrUp4AaABAg'],Goosebumps at that final ball... Im crying while typing ❤,[0],[0],goosebumps at that final ball im crying while typing
1454,2078,['2024-07-26T11:10:19Z'],['UgwKSq0xjBRSb03RLYt4AaABAg'],"It,s like a Documentary trailer 👌 🎉 Superb by ICC",[0],[0],its like a documentary trailer superb by icc
1455,2079,['2024-07-26T10:45:19Z'],['UgwB-RBz1c9z3af2veB4AaABAg'],Why dont know but I am still crying whenever I watch this ❤❤❤❤😢❤❤❤❤,[0],[0],why dont know but i am still crying whenever i watch this
1456,2080,['2024-07-26T10:39:15Z'],['Ugyv_41Iya2RjcFh25p4AaABAg'],Background music matches completely with the atmosphere and its awesome.,[0],[0],background music matches completely with the atmosphere and its awesome
